0,9372.6665,543.6306,9.4184
1,2087.4586,6522.0619,3.0866
2,3414.0815,7338.3186,9.3401
3,7926.6839,6984.2609,4.1991
4,758.4645,5013.9700,9.2881
5,3142.6212,6615.7313,5.0233
6,436.3546,2932.1631,4.7872
7,2399.0178,6557.9080,3.3144
8,8733.4907,6595.7128,7.5890
9,7717.9963,3783.1603,2.8545
10,9658.5597,3155.8268,3.3437
11,9012.3216,5243.2853,9.2136
12,1330.7519,8657.3669,6.8181
13,597.5334,6584.0507,4.1039
14,4152.0640,7342.5153,8.6165
15,3361.0398,485.1365,5.5707
16,7831.4191,921.4911,8.2096
17,2039.4141,3320.5089,5.1117
18,4610.9723,2053.9996,2.0479
19,1932.0795,9771.9959,5.4527
20,3992.6077,9430.5556,8.2929
21,6596.7665,8442.8773,4.0119
22,5722.9872,9773.6291,2.8035
23,2187.5265,371.1625,8.7292
24,5636.3267,4523.2266,6.3374
25,4099.0968,7884.2663,6.7741
26,9177.5982,5715.6854,7.6034
27,7188.2627,7755.0995,1.5919
28,1756.8353,2366.0718,3.4405
29,2921.1206,4298.1513,3.2353
30,7868.5662,8290.7590,2.7228
31,5971.8386,4887.5256,1.3214
32,9318.3963,610.5128,1.1176
33,1322.3210,2798.0393,1.4517
34,9910.2963,8434.3660,5.5226
35,5840.7869,2533.4628,3.6184
36,2256.4141,1711.0610,8.7625
37,9593.5323,8899.3237,6.7421
38,251.1595,656.1590,8.8716
39,2962.7863,3577.2796,3.7399
40,5446.4090,1445.8458,2.2016
41,7360.5873,7417.6844,6.6004
42,7717.6430,6736.0808,7.1498
43,7848.3277,8058.4017,9.6681
44,8350.1750,7968.6980,8.2590
45,3375.2488,3809.4850,1.5391
46,6284.5890,6065.8990,3.0791
47,4909.6145,5659.4313,2.0885
48,1289.7396,5910.5908,2.6790
49,35.9364,8873.3771,5.8986
50,3080.2846,4319.7861,7.1998
51,4415.3918,1680.3735,4.8757
52,638.0245,9398.0164,1.9382
53,7471.1701,7246.3441,9.1908
54,7102.3549,5596.5192,7.3626
55,5167.9058,8971.7680,1.7911
56,5766.9194,5256.3570,7.2504
57,8076.9940,165.9715,3.3439
58,9286.3924,1455.7111,8.6635
59,1151.9497,1491.6475,7.6495
60,6594.7866,4571.9321,2.5373
61,3483.4694,8987.3239,4.0496
62,7789.8365,9625.3484,3.5079
63,8832.2844,7096.5185,1.0296
64,7933.1340,4198.8734,6.0664
65,5002.6817,9366.7792,5.1410
66,5881.7143,5133.6986,9.8717
67,2826.6459,3210.6926,1.0211
68,5431.0088,2497.0849,2.3313
69,3945.9626,3649.0346,3.6737
70,1334.2935,243.8213,7.7885
71,3042.4106,3727.2906,6.8771
72,6430.9011,1517.1271,6.5399
73,9217.4080,349.4115,3.9268
74,9250.2590,8282.5456,7.7057
75,4879.6293,3285.2272,7.1358
76,9480.7675,9166.9415,2.7562
77,9338.2627,1993.5874,5.6458
78,9361.7294,7424.5962,7.8932
79,840.9073,1370.5589,2.1773
80,3811.7326,2704.8524,2.3967
81,1354.4902,5747.2630,5.7513
82,7884.5716,2178.1641,7.1167
83,4040.0015,1395.5720,7.4312
84,7291.9499,645.8311,5.8855
85,4742.7717,5525.4603,8.8422
86,1560.3727,5006.2278,8.0924
87,3511.6722,4344.4905,9.8867
88,8673.6644,3706.2200,7.5688
89,6332.7415,4547.1272,8.8023
90,7640.8532,8358.8599,2.2367
91,9192.7862,9713.3501,7.4092
92,4472.0098,7597.9217,9.3695
93,1268.3606,1637.9231,1.6256
94,8414.1229,8929.8730,2.2068
95,3842.4307,3672.6447,7.1797
96,2555.9658,5233.0174,2.6853
97,436.4424,8744.6896,6.5954
98,310.5064,7418.3540,9.9310
99,7609.1667,3751.0955,5.0234
100,6278.3858,1391.9487,3.5464
101,7652.4573,584.7349,3.2884
102,4773.7918,5056.7447,1.1265
103,4073.2903,6325.1053,2.6006
104,4768.3609,4739.2281,1.6375
105,6109.2626,8581.6589,4.9429
106,2975.6246,1137.6247,9.6526
107,4848.2144,1574.0672,8.5228
108,1065.2948,1884.5736,6.1994
109,988.5951,9493.7403,9.5753
110,5459.0227,5772.1261,1.8281
111,8288.3102,3424.5833,2.3544
112,830.9477,8198.3751,6.9054
113,971.5069,2271.6654,3.5980
114,2749.9892,7040.0263,7.8633
115,3458.3445,3149.2889,6.5868
116,7839.3445,6124.9134,7.6107
117,7453.3619,973.1278,9.0273
118,5812.0689,2038.4226,1.7235
119,1589.1299,3027.0177,1.2678
120,1117.2865,8486.0404,6.4627
121,2037.3917,6774.3506,9.5449
122,3542.2317,7605.2983,7.9234
123,103.8165,8576.8052,9.9679
124,2990.5065,1326.7944,7.3039
125,616.4247,4785.1389,1.1383
126,6824.0017,2624.4834,6.6507
127,4169.2035,77.8452,7.5265
128,3088.4725,5889.9142,9.3611
129,3892.3150,7479.0441,3.0854
130,4189.8979,8596.3306,1.7229
131,259.6068,633.7223,7.8198
132,9753.8990,4175.9540,5.6645
133,7446.5664,4279.7705,4.3837
134,7410.8992,7270.2770,5.5778
135,4415.2584,7886.7017,9.8844
136,4568.9064,4710.7034,3.2464
137,847.4679,8879.9069,3.3165
138,8099.1573,1968.3794,8.6174
139,7389.2692,5860.6944,6.3486
140,9706.3989,50.5923,5.0853
141,509.5690,310.1990,5.6556
142,8087.0897,64.0981,9.4140
143,3269.9087,7510.6645,4.2658
144,7029.5328,4921.5637,1.8090
145,2115.9514,9336.8221,8.9070
146,1987.5087,3905.7285,4.1467
147,4483.5494,4753.1965,3.1386
148,7057.4354,2852.3537,4.9101
149,5521.2356,241.6230,1.1848
150,1464.0798,9948.0219,1.2303
151,6003.2547,457.5909,1.5095
152,1176.1518,8544.6806,1.5672
153,525.0028,1814.5893,8.3268
154,4153.6244,8844.1221,3.7562
155,5052.5229,960.0735,3.1593
156,3838.1231,2947.5822,6.6745
157,7334.4266,7431.1316,1.9523
158,9710.6371,4488.5671,4.5195
159,4055.2269,9.8026,4.7369
160,4260.5112,1473.8824,4.6901
161,4516.3876,7477.1371,5.1020
162,5082.4632,8653.2889,3.7922
163,5712.6367,9178.2917,5.4253
164,3853.4748,3331.9161,4.3850
165,6915.8765,8384.4390,5.2491
166,9315.1002,2222.5620,7.9019
167,5620.0525,9556.9887,5.5899
168,6678.2013,9267.6258,9.6296
169,588.7037,3322.8527,9.6385
170,4740.8291,7583.3638,1.9650
171,8840.9764,2099.7515,8.6944
172,3398.7146,7182.2147,7.4823
173,6501.1332,2894.8514,6.7428
174,1418.1412,6748.3261,9.7415
175,5179.2712,3664.2026,8.2875
176,9900.4748,2979.3029,1.2878
177,7569.2605,8599.3554,9.8891
178,2669.1778,5277.5567,9.2300
179,2257.6622,5866.2604,3.2205
180,1855.9492,607.0895,1.0456
181,2928.1186,9448.0660,2.9353
182,1477.4251,2846.7805,9.3993
183,8680.0204,9347.9138,3.0047
184,5060.9075,766.0550,9.0782
185,4773.7106,5945.3262,3.3760
186,2870.9526,5845.8010,6.0574
187,3190.7567,3415.0614,4.7968
188,3067.5495,6084.2392,9.5466
189,2211.9680,8341.9014,5.8262
190,4679.2392,197.8505,6.3726
191,4729.8742,3125.9691,5.8759
192,6880.2607,4603.3941,8.4380
193,6212.8619,3283.4146,7.8511
194,8440.3144,8344.3220,8.5405
195,7416.0931,3118.0326,4.8913
196,56.0744,5988.9852,1.1525
197,5675.3586,9179.7420,4.2261
198,9893.9982,2247.2914,9.7019
199,9390.1944,4459.2594,8.2096
200,4752.6510,9138.4986,8.3877
201,722.1972,3868.3728,2.2011
202,6139.8093,748.6335,6.3441
203,4404.2020,6961.4954,9.2992
204,2016.5084,5401.8098,7.8091
205,394.8698,2817.9029,1.6153
206,4718.5574,2873.9774,7.0054
207,4888.0459,8549.3360,6.2672
208,8472.5958,8443.3341,8.2897
209,8141.3850,7833.5286,3.3031
210,6152.0755,2586.1796,2.5277
211,4360.6165,3308.3768,6.0092
212,5695.1265,9448.1861,6.6830
213,1633.0307,3852.3881,3.9484
214,854.3495,5868.8966,8.8100
215,8419.9904,6263.7664,2.3461
216,9103.6638,982.3237,4.9327
217,5776.3224,5870.3696,3.6271
218,1628.7230,4342.9655,2.2261
219,9728.4150,2484.3504,9.2763
220,2287.3665,8636.4259,2.6038
221,3984.8166,2997.0424,5.5814
222,9550.6395,8692.1689,5.0847
223,5865.0959,325.1997,8.5519
224,9141.0477,1179.5492,4.8339
225,7818.8093,9599.5396,1.4713
226,9314.4738,8703.2033,2.3554
227,3684.1157,4479.5257,7.6387
228,6603.0936,6108.2487,2.5474
229,7965.4056,5836.6637,4.7833
230,7161.2461,8124.0302,3.5561
231,8943.2663,2108.8468,6.2534
232,4033.6632,1659.4863,5.0764
233,8572.2463,7524.5822,5.3690
234,6963.2175,6665.6299,6.4306
235,1223.0853,4484.4393,6.0702
236,1746.7194,3798.9131,4.9031
237,3252.6773,7483.0288,8.9347
238,629.0048,4086.1224,5.4321
239,2348.2977,2051.5280,1.6851
240,6551.9411,9212.7742,8.9967
241,9392.0104,8156.0404,1.8947
242,5229.1220,2189.7036,3.3882
243,9758.4026,761.9500,1.1603
244,4612.8829,7725.1675,7.1594
245,646.9124,8948.2528,2.1954
246,6280.4814,694.9722,5.6144
247,617.2537,3947.6495,3.3492
248,9433.5518,4576.6543,7.0267
249,4358.0985,6924.9520,8.8730
250,5119.3090,3476.8930,8.1645
251,4004.5497,2868.9034,6.5050
252,4998.6372,8098.0254,8.4757
253,7652.2111,7856.4281,9.1615
254,7830.3672,2469.3110,7.1141
255,4674.1532,3116.2234,6.1675
256,6002.3785,9396.7048,6.7930
257,1129.5169,13.9585,1.3459
258,3739.6841,9447.5102,5.4649
259,435.9738,3805.6087,2.6973
260,9183.7914,8924.9177,5.8265
261,7144.3833,2929.4674,8.4086
262,3261.0155,7928.1046,6.6968
263,1567.3514,5580.3156,4.7676
264,635.6373,3410.6828,6.9899
265,7429.0906,8084.8360,9.7945
266,3170.7967,4087.2144,9.2516
267,9607.4751,5216.7313,9.2641
268,9991.8029,8956.4154,8.7669
269,4952.7850,9392.3892,3.1920
270,6838.7191,8576.1806,2.2244
271,2201.5462,5720.5639,4.8609
272,433.2768,8981.5794,2.9962
273,6763.0327,548.9308,8.0185
274,949.2168,1184.5681,2.0881
275,7604.7118,8613.6587,9.3644
276,7376.4302,1784.4554,4.0429
277,6544.8534,1391.9304,8.7380
278,5727.2351,1383.7333,7.7988
279,4357.1269,6336.5184,7.2519
280,6792.6275,3175.2375,5.9705
281,8153.0458,5376.7837,2.1190
282,2442.9315,5810.0605,1.2024
283,4660.9217,2573.0932,1.6964
284,2459.2275,3522.3100,2.7626
285,3668.2162,1127.0218,1.5149
286,2962.0408,8503.4521,3.1209
287,6343.0798,5048.3055,4.3736
288,4940.8501,775.5406,5.6190
289,2495.0358,5132.6675,2.3218
290,9441.6107,1925.2951,5.1795
291,4964.3662,78.3409,1.0186
292,6207.6856,2521.2724,6.2477
293,6432.5843,7182.1940,8.5635
